step,step_ms,action,active_points,evaluation_points,recompute_count,prediction_count,distance_comparisons,cheap_update_count,full_trigger_count,uncertainty_count,local_update_count,cluster_count,cluster_accuracy,cluster_accuracy_non_noise,cluster_accuracy_noise_singletons,pairwise_precision,pairwise_recall,false_merge_rate,coverage,ari,nmi
6,0.009379931725561619,tradeoff_warmup,6,6,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12,143.90622195787728,tradeoff_initial_full,12,12,1,0,0,0,1,0,0,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
18,0.08101807907223701,tradeoff_cached_assign,18,18,4,0,11,3,4,2,3,3,0.4444444444444444,0.8,0.6111111111111112,0.6666666666666666,0.4444444444444444,0.02962962962962963,0.5555555555555556,0.38256658595641646,0.7002929637576083
24,0.05811802111566067,tradeoff_cached_assign,24,24,4,0,29,9,4,2,9,3,0.4583333333333333,0.6875,0.5833333333333334,0.45,0.5,0.09166666666666666,0.6666666666666666,0.35080645161290325,0.6117542671024042
30,0.06621098145842552,tradeoff_cached_assign,30,30,5,0,57,15,5,2,15,5,0.7333333333333333,0.9166666666666666,0.7666666666666667,0.8085106382978723,0.6333333333333333,0.024,0.8,0.6186719263642341,0.7673499207949359
