step,step_ms,action,active_points,evaluation_points,recompute_count,prediction_count,distance_comparisons,cheap_update_count,full_trigger_count,uncertainty_count,local_update_count,fallback_full_count,cluster_count,cluster_accuracy,cluster_accuracy_non_noise,cluster_accuracy_noise_singletons,pairwise_precision,pairwise_recall,false_merge_rate,coverage,ari,nmi
6,0.5766339600086212,adaptive_fishdbc_mst_update,6,6,6,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.8040369721129537,adaptive_fishdbc_mst_update,12,12,12,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
18,0.9879959980025887,adaptive_fishdbc_mst_update,18,18,18,0,0,0,0,0,0,0,0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
24,1.320080948062241,adaptive_fishdbc_confident_mst,24,24,24,0,8,0,0,1,0,0,2,0.3333333333333333,0.47058823529411764,0.4583333333333333,0.2619047619047619,0.6111111111111112,0.25833333333333336,0.7083333333333334,0.26942212016838885,0.561389249308724
30,1.6041339840739965,adaptive_fishdbc_confident_mst,30,30,30,0,24,0,0,3,0,0,4,0.6,0.782608695652174,0.6666666666666666,0.5671641791044776,0.6333333333333333,0.07733333333333334,0.7666666666666667,0.5150501672240803,0.7248335791570542
