step,step_ms,action,active_points,evaluation_points,recompute_count,prediction_count,distance_comparisons,cheap_update_count,full_trigger_count,uncertainty_count,local_update_count,fallback_full_count,maintenance_ms_total,maintenance_ms_max,max_pending,max_queue_depth,backpressure_count,backpressure_ms_total,cluster_count,cluster_accuracy,cluster_accuracy_non_noise,cluster_accuracy_noise_singletons,pairwise_precision,pairwise_recall,false_merge_rate,coverage,ari,nmi
80,4.282805020920932,full_recluster,80,80,80,0,85320,0,80,0,0,0,1927.582019707188,1628.6405469872989,0,0,0,0.0,3,0.35,0.7777777777777778,0.3875,0.5607843137254902,0.2894736842105263,0.042010502625656414,0.45,0.22318911208045256,0.4313284038196258
160,7.1577070048078895,full_recluster,160,160,160,0,682640,0,160,0,0,0,2329.1570007568225,1628.6405469872989,0,0,0,0.0,4,0.39375,0.9545454545454546,0.40625,0.9145299145299145,0.31256085686465435,0.00562535158447403,0.4125,0.29509005127739724,0.5557881550519249
240,13.8082189951092,full_recluster,240,240,240,0,2303960,0,240,0,0,0,3169.5040157064795,1628.6405469872989,0,0,0,0.0,5,0.4,0.6906474820143885,0.4083333333333333,0.5170905113480996,0.40405982905982907,0.07358333333333333,0.5791666666666667,0.32074551639119536,0.5298921245059771
300,19.98373301466927,finalize,300,300,300,0,4499950,0,300,0,0,0,4176.7317310441285,1628.6405469872989,0,0,0,0.0,5,0.44,0.673469387755102,0.44666666666666666,0.49211884502720044,0.48,0.09709333333333334,0.6533333333333333,0.36391141368029817,0.5788832483680316
