method,role,status,steady_mean_step_ms,full_steady_mean_step_ms,speedup_vs_full,steady_p95_step_ms,full_steady_p95_step_ms,distance_comparisons,cheap_update_count,full_trigger_count,uncertainty_count,local_update_count,full_trigger_rate,cheap_update_rate,distance_comparisons_per_input,cluster_accuracy,delta_cluster_accuracy,cluster_accuracy_noise_singletons,delta_cluster_accuracy_noise_singletons,ari,delta_ari,nmi,delta_nmi,pairwise_precision,delta_pairwise_precision,pairwise_recall,delta_pairwise_recall,false_merge_rate,delta_false_merge_rate,coverage,delta_coverage
full_hdbscan,full_reference,ok,55.94673779680683,55.94673779680683,1.0,1.1593092000111938,1.1593092000111938,0,0,30,0,0,1.0,0.0,0.0,0.7333333333333333,0.0,0.7666666666666667,0.0,0.6614785992217899,0.0,0.805239207182306,0.0,0.8837209302325582,0.0,0.6333333333333333,0.0,0.013333333333333334,0.0,0.7666666666666667,0.0
adaptive_tradeoff,adaptive_tradeoff_candidate,ok,4.705709096140645,55.94673779680683,11.889119504367823,2.1561704343184807,1.1593092000111938,59,11,10,6,11,0.3333333333333333,0.36666666666666664,1.9666666666666666,0.7333333333333333,0.0,0.7666666666666667,0.0,0.6614785992217899,0.0,0.805239207182306,0.0,0.8837209302325582,0.0,0.6333333333333333,0.0,0.013333333333333334,0.0,0.7666666666666667,0.0
adaptive_fishdbc,proposed_risk_gated_fishdbc,ok,0.8743553510706487,55.94673779680683,63.986270259912075,4.370074206963179,1.1593092000111938,59,11,0,7,11,0.0,0.36666666666666664,1.9666666666666666,0.7333333333333333,0.0,0.7666666666666667,0.0,0.7216890595009597,0.060210460279169875,0.8487701009921764,0.04353089380987041,1.0,0.11627906976744184,0.6333333333333333,0.0,0.0,-0.013333333333333334,0.7333333333333333,-0.03333333333333344
fishdbc,incremental_mst_candidate,ok,1.0951878944540332,55.94673779680683,51.08414554262132,1.7217207700014112,1.1593092000111938,0,0,0,0,0,0.0,0.0,0.0,0.7333333333333333,0.0,0.7666666666666667,0.0,0.7216890595009597,0.060210460279169875,0.8487701009921764,0.04353089380987041,1.0,0.11627906976744184,0.6333333333333333,0.0,0.0,-0.013333333333333334,0.7333333333333333,-0.03333333333333344
ahc,classic_agglomerative_baseline,ok,1.3032426198559075,55.94673779680683,42.928873675872076,0.8175832452252505,1.1593092000111938,0,0,0,0,0,0.0,0.0,0.0,0.7333333333333333,0.0,0.7333333333333333,-0.03333333333333344,0.6800630417651694,0.018584442543379542,0.8502478196679667,0.04500861248566068,0.9210526315789473,0.03733170134638919,0.5833333333333334,-0.04999999999999993,0.008,-0.005333333333333334,1.0,0.23333333333333328
sc_pna,ICASSP2025_spectral_baseline,ok,10.407680179923773,55.94673779680683,5.375524307974708,12.91201857384294,1.1593092000111938,0,0,0,0,0,0.0,0.0,0.0,0.3333333333333333,-0.39999999999999997,0.3333333333333333,-0.4333333333333334,0.19056785370548604,-0.47091074551630385,0.3947209047092565,-0.4105183024730495,0.2336448598130841,-0.650076070419474,0.8333333333333334,0.20000000000000007,0.43733333333333335,0.42400000000000004,1.0,0.23333333333333328
diart_style,DIART_style_online_baseline,ok,0.03833202886041896,55.94673779680683,1459.5297838402844,0.06631752476096152,1.1593092000111938,173,30,0,0,30,0.0,1.0,5.766666666666667,0.8333333333333334,0.10000000000000009,0.8333333333333334,0.06666666666666665,0.6635308874255252,0.002052288203735375,0.8436274942317233,0.038388287049417325,0.6666666666666666,-0.21705426356589153,0.7666666666666667,0.13333333333333341,0.06133333333333333,0.047999999999999994,1.0,0.23333333333333328
