method,role,status,steady_mean_step_ms,full_steady_mean_step_ms,speedup_vs_full,steady_p95_step_ms,full_steady_p95_step_ms,distance_comparisons,cheap_update_count,full_trigger_count,uncertainty_count,local_update_count,full_trigger_rate,cheap_update_rate,distance_comparisons_per_input,cluster_accuracy,delta_cluster_accuracy,cluster_accuracy_noise_singletons,delta_cluster_accuracy_noise_singletons,ari,delta_ari,nmi,delta_nmi,pairwise_precision,delta_pairwise_precision,pairwise_recall,delta_pairwise_recall,false_merge_rate,delta_false_merge_rate,coverage,delta_coverage
full_hdbscan,full_reference,ok,54.914192172120615,54.914192172120615,1.0,1.3751348480582235,1.3751348480582235,0,0,0,0,0,0.0,0.0,0.0,0.7333333333333333,0.0,0.7666666666666667,0.0,0.6614785992217899,0.0,0.805239207182306,0.0,0.8837209302325582,0.0,0.6333333333333333,0.0,0.013333333333333334,0.0,0.7666666666666667,0.0
adaptive_tradeoff,adaptive_tradeoff_candidate,ok,4.6640497246949835,54.914192172120615,11.773929399029265,1.3736403547227383,1.3751348480582235,59,11,10,6,11,0.3333333333333333,0.36666666666666664,1.9666666666666666,0.7333333333333333,0.0,0.7666666666666667,0.0,0.6614785992217899,0.0,0.805239207182306,0.0,0.8837209302325582,0.0,0.6333333333333333,0.0,0.013333333333333334,0.0,0.7666666666666667,0.0
adaptive_fishdbc,proposed_risk_gated_fishdbc,ok,1.17523316695387,54.914192172120615,46.726210352329254,5.432337662205097,1.3751348480582235,59,11,0,7,11,0.0,0.36666666666666664,1.9666666666666666,0.7333333333333333,0.0,0.7666666666666667,0.0,0.7216890595009597,0.060210460279169875,0.8487701009921764,0.04353089380987041,1.0,0.11627906976744184,0.6333333333333333,0.0,0.0,-0.013333333333333334,0.7333333333333333,-0.03333333333333344
fishdbc,incremental_mst_candidate,ok,1.2534432562774624,54.914192172120615,43.810672638829686,2.342937234789133,1.3751348480582235,0,0,0,0,0,0.0,0.0,0.0,0.7333333333333333,0.0,0.7666666666666667,0.0,0.7216890595009597,0.060210460279169875,0.8487701009921764,0.04353089380987041,1.0,0.11627906976744184,0.6333333333333333,0.0,0.0,-0.013333333333333334,0.7333333333333333,-0.03333333333333344
ahc,classic_agglomerative_baseline,ok,1.5561345860297824,54.914192172120615,35.28884497852143,0.730792386457324,1.3751348480582235,0,0,0,0,0,0.0,0.0,0.0,0.7333333333333333,0.0,0.7333333333333333,-0.03333333333333344,0.6800630417651694,0.018584442543379542,0.8502478196679667,0.04500861248566068,0.9210526315789473,0.03733170134638919,0.5833333333333334,-0.04999999999999993,0.008,-0.005333333333333334,1.0,0.23333333333333328
sc_pna,ICASSP2025_spectral_baseline,ok,11.006669045008461,54.914192172120615,4.989174467549224,12.148043839260936,1.3751348480582235,0,0,0,0,0,0.0,0.0,0.0,0.3333333333333333,-0.39999999999999997,0.3333333333333333,-0.4333333333333334,0.19056785370548604,-0.47091074551630385,0.3947209047092565,-0.4105183024730495,0.2336448598130841,-0.650076070419474,0.8333333333333334,0.20000000000000007,0.43733333333333335,0.42400000000000004,1.0,0.23333333333333328
diart_style,DIART_style_online_baseline,ok,0.044926515266556166,54.914192172120615,1222.3114088930772,0.07333939429372549,1.3751348480582235,173,30,0,0,30,0.0,1.0,5.766666666666667,0.8333333333333334,0.10000000000000009,0.8333333333333334,0.06666666666666665,0.6635308874255252,0.002052288203735375,0.8436274942317233,0.038388287049417325,0.6666666666666666,-0.21705426356589153,0.7666666666666667,0.13333333333333341,0.06133333333333333,0.047999999999999994,1.0,0.23333333333333328
