step,step_ms,action,active_points,evaluation_points,recompute_count,prediction_count,distance_comparisons,cheap_update_count,full_trigger_count,uncertainty_count,local_update_count,fallback_full_count,maintenance_ms_total,maintenance_ms_max,max_pending,cluster_count,cluster_accuracy,cluster_accuracy_non_noise,cluster_accuracy_noise_singletons,pairwise_precision,pairwise_recall,false_merge_rate,coverage,ari,nmi
80,0.5689449608325958,adaptive_fishdbc_async_buffer,80,80,25,0,435,50,0,10,50,0,272.40462007466704,22.144919028505683,4,8,0.9625,1.0,0.9625,1.0,0.9002557544757033,0.0,0.9625,0.939223464358697,0.9661133222966197
160,0.8250740356743336,adaptive_fishdbc_async_buffer,160,160,49,0,1027,120,0,20,120,0,690.6449568923563,25.341353029944003,4,7,0.81875,0.9097222222222222,0.825,0.8085787451984635,0.8096153846153846,0.026792114695340503,0.9,0.7603761002934116,0.8475737053224238
240,0.7671950152143836,adaptive_fishdbc_async_buffer,240,240,70,0,1667,196,0,24,196,0,1160.0064949598163,33.55031495448202,4,8,0.9291666666666667,1.0,0.9291666666666667,1.0,0.8629470672389127,0.0,0.9291666666666667,0.8998091854331832,0.9087065307399989
320,0.6524979835376143,finalize,320,320,94,0,2307,269,0,31,269,0,1719.4540437776595,34.978240029886365,4,8,0.915625,1.0,0.915625,1.0,0.8381410256410257,0.0,0.915625,0.8780647209586576,0.8960183334134636
