step,step_ms,action,active_points,evaluation_points,recompute_count,prediction_count,distance_comparisons,cheap_update_count,full_trigger_count,uncertainty_count,local_update_count,fallback_full_count,maintenance_ms_total,maintenance_ms_max,max_pending,max_queue_depth,backpressure_count,backpressure_ms_total,cluster_count,cluster_accuracy,cluster_accuracy_non_noise,cluster_accuracy_noise_singletons,pairwise_precision,pairwise_recall,false_merge_rate,coverage,ari,nmi
80,0.7330219959840178,adaptive_fishdbc_async_buffer,80,80,26,0,443,49,0,11,49,0,300.94222631305456,22.659783018752933,4,1,7,0.39001798722893,8,0.9625,1.0,0.9625,1.0,0.9002557544757033,0.0,0.9625,0.939223464358697,0.9661133222966197
160,0.38566894363611937,adaptive_fishdbc_async_buffer,160,160,50,0,1042,120,0,20,120,0,620.0976961990818,27.007100987248123,4,1,11,0.6160421762615442,8,0.89375,1.0,0.89375,1.0,0.7955128205128205,0.0,0.89375,0.8341826364692219,0.8719336561814763
240,0.5708110984414816,adaptive_fishdbc_async_buffer,240,240,71,0,1682,196,0,24,196,0,1166.0684181842953,50.64068303909153,4,1,18,1.0158390505239367,8,0.9291666666666667,1.0,0.9291666666666667,1.0,0.8629470672389127,0.0,0.9291666666666667,0.8998091854331832,0.9087065307399989
320,0.3582659410312772,finalize,320,320,95,0,2322,270,0,30,270,0,1711.9987669866532,69.2025109892711,4,2,24,1.385240931995213,8,0.915625,1.0,0.915625,1.0,0.8381410256410257,0.0,0.915625,0.8780647209586576,0.8960183334134636
