step,step_ms,action,active_points,evaluation_points,recompute_count,prediction_count,distance_comparisons,cheap_update_count,full_trigger_count,uncertainty_count,local_update_count,fallback_full_count,maintenance_ms_total,maintenance_ms_max,max_pending,cluster_count,cluster_accuracy,cluster_accuracy_non_noise,cluster_accuracy_noise_singletons,pairwise_precision,pairwise_recall,false_merge_rate,coverage,ari,nmi
80,0.5456139333546162,adaptive_fishdbc_async_buffer,80,80,26,0,435,49,0,11,49,0,247.917061438784,23.815553984604776,4,8,0.9625,1.0,0.9625,1.0,0.9002557544757033,0.0,0.9625,0.939223464358697,0.9661133222966197
160,1.1129790218546987,adaptive_fishdbc_async_buffer,160,160,50,0,1030,120,0,20,120,0,708.517431979999,35.757325938902795,4,8,0.88125,1.0,0.88125,1.0,0.7730769230769231,0.0,0.88125,0.8118684668989548,0.8622934095589863
240,0.4804499913007021,adaptive_fishdbc_async_buffer,240,240,71,0,1670,196,0,24,196,0,1214.7433023201302,42.86747192963958,4,8,0.9291666666666667,1.0,0.9291666666666667,1.0,0.8629470672389127,0.0,0.9291666666666667,0.8998091854331832,0.9087065307399989
320,1.3286740286275744,finalize,320,320,95,0,2310,270,0,30,270,0,1811.6988878464326,42.86747192963958,4,8,0.915625,1.0,0.915625,1.0,0.8381410256410257,0.0,0.915625,0.8780647209586576,0.8960183334134636
