max_distance,full_interval,steady_mean_step_ms,speedup_vs_full,cluster_accuracy_noise_singletons,ari,nmi,false_merge_rate,coverage,full_trigger_count,cheap_update_count,distance_comparisons,run_dir
0.7,4,4.725106108676771,11.6217902644093,0.7666666666666667,0.6614785992217899,0.805239207182306,0.013333333333333334,0.7666666666666667,10,11,59,/home/user/Desktop/paper/hdbscan_streaming_bench/results/fsdd_tradeoff_sweep/d0.70_i4
0.7,8,4.56542487994864,12.028276363346578,0.7666666666666667,0.6614785992217899,0.805239207182306,0.013333333333333334,0.7666666666666667,8,11,59,/home/user/Desktop/paper/hdbscan_streaming_bench/results/fsdd_tradeoff_sweep/d0.70_i8
0.7,16,4.747593895821222,11.566741675284288,0.7666666666666667,0.6614785992217899,0.805239207182306,0.013333333333333334,0.7666666666666667,8,11,59,/home/user/Desktop/paper/hdbscan_streaming_bench/results/fsdd_tradeoff_sweep/d0.70_i16
0.85,4,4.572968070941238,12.00843551064152,0.7333333333333333,0.5972222222222222,0.7803275407639991,0.013333333333333334,0.7333333333333333,7,15,57,/home/user/Desktop/paper/hdbscan_streaming_bench/results/fsdd_tradeoff_sweep/d0.85_i4
0.85,8,5.167059925513278,10.627744396958127,0.7666666666666667,0.6186719263642341,0.7673499207949359,0.024,0.8,5,15,57,/home/user/Desktop/paper/hdbscan_streaming_bench/results/fsdd_tradeoff_sweep/d0.85_i8
0.85,16,4.582543933667757,11.983342214936199,0.5666666666666667,0.3405902273826802,0.5953027628993934,0.13866666666666666,0.7333333333333333,4,15,47,/home/user/Desktop/paper/hdbscan_streaming_bench/results/fsdd_tradeoff_sweep/d0.85_i16
0.95,4,5.085799525941497,10.797553441109095,0.7333333333333333,0.5972222222222222,0.7803275407639991,0.013333333333333334,0.7333333333333333,6,17,57,/home/user/Desktop/paper/hdbscan_streaming_bench/results/fsdd_tradeoff_sweep/d0.95_i4
0.95,8,4.975199675315927,11.03758557562487,0.7333333333333333,0.5972222222222222,0.7803275407639991,0.013333333333333334,0.7333333333333333,4,17,45,/home/user/Desktop/paper/hdbscan_streaming_bench/results/fsdd_tradeoff_sweep/d0.95_i8
0.95,16,4.77358251649501,11.503769335161973,0.7333333333333333,0.5972222222222222,0.7803275407639991,0.013333333333333334,0.7333333333333333,3,17,37,/home/user/Desktop/paper/hdbscan_streaming_bench/results/fsdd_tradeoff_sweep/d0.95_i16
