step,step_ms,action,active_points,evaluation_points,recompute_count,prediction_count,distance_comparisons,cheap_update_count,full_trigger_count,uncertainty_count,local_update_count,fallback_full_count,maintenance_ms_total,maintenance_ms_max,max_pending,cluster_count,cluster_accuracy,cluster_accuracy_non_noise,cluster_accuracy_noise_singletons,pairwise_precision,pairwise_recall,false_merge_rate,coverage,ari,nmi
80,0.05760788917541504,adaptive_fishdbc_async_risk_flush,80,80,64,0,0,0,0,60,0,0,146.22966188471764,5.025666090659797,4,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
160,0.20512205082923174,adaptive_fishdbc_async_buffer,160,160,87,0,640,76,0,64,76,0,359.0773339383304,12.692810036242008,4,8,0.95625,1.0,0.95625,1.0,0.9166666666666666,0.0,0.95625,0.944634735645253,0.9471892156316504
240,0.22259505931288004,adaptive_fishdbc_async_buffer,240,240,108,0,1280,152,0,68,152,0,629.1639837436378,14.89392900839448,4,8,0.9125,1.0,0.9125,1.0,0.8300429184549356,0.0,0.9125,0.8693520208397393,0.8902761039821315
320,0.208273995667696,finalize,320,320,132,0,1920,225,0,75,225,0,998.5424802871421,18.857270944863558,4,8,0.915625,1.0,0.915625,1.0,0.8381410256410257,0.0,0.915625,0.8780647209586576,0.8960183334134636
