step,step_ms,action,active_points,evaluation_points,recompute_count,prediction_count,distance_comparisons,cheap_update_count,full_trigger_count,uncertainty_count,local_update_count,fallback_full_count,cluster_count,cluster_accuracy,cluster_accuracy_non_noise,cluster_accuracy_noise_singletons,pairwise_precision,pairwise_recall,false_merge_rate,coverage,ari,nmi
30,1.3872439740225673,incremental_mst_cluster,30,30,30,0,0,0,0,0,0,0,4,0.6,0.782608695652174,0.6666666666666666,0.5671641791044776,0.6333333333333333,0.07733333333333334,0.7666666666666667,0.5150501672240803,0.7248335791570542
