step,step_ms,action,active_points,evaluation_points,recompute_count,prediction_count,distance_comparisons,cheap_update_count,full_trigger_count,uncertainty_count,local_update_count,cluster_count,cluster_accuracy,cluster_accuracy_non_noise,cluster_accuracy_noise_singletons,pairwise_precision,pairwise_recall,false_merge_rate,coverage,ari,nmi
6,0.8396449266001582,compressed_recluster,6,6,6,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.966391060501337,compressed_recluster,12,12,12,0,0,0,0,0,0,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
18,1.179589075036347,compressed_recluster,18,18,18,0,0,0,0,0,0,2,0.3333333333333333,0.4,0.4444444444444444,0.18840579710144928,0.7222222222222222,0.4148148148148148,0.8333333333333334,0.15136876006441224,0.49290132379522683
24,4.160781973041594,fused_recluster,20,24,24,0,0,0,0,0,0,3,0.4583333333333333,0.5789473684210527,0.5833333333333334,0.36666666666666664,0.6111111111111112,0.15833333333333333,0.7916666666666666,0.31615460852329036,0.5906738519686873
30,4.193141940049827,fused_recluster,20,30,30,0,0,0,0,0,0,2,0.23333333333333334,0.5384615384615384,0.36666666666666664,0.30952380952380953,0.21666666666666667,0.07733333333333334,0.43333333333333335,0.10003650967506389,0.326883658797017
