step,step_ms,action,active_points,evaluation_points,recompute_count,prediction_count,distance_comparisons,cheap_update_count,full_trigger_count,uncertainty_count,local_update_count,fallback_full_count,maintenance_ms_total,maintenance_ms_max,max_pending,cluster_count,cluster_accuracy,cluster_accuracy_non_noise,cluster_accuracy_noise_singletons,pairwise_precision,pairwise_recall,false_merge_rate,coverage,ari,nmi
80,0.3123179776594043,adaptive_fishdbc_async_buffer,80,80,26,0,412,48,0,12,48,0,216.71400871127844,16.18572196457535,4,8,0.9625,1.0,0.9625,1.0,0.9002557544757033,0.0,0.9625,0.939223464358697,0.9661133222966197
160,0.6924649933353066,adaptive_fishdbc_async_buffer,160,160,50,0,1004,118,0,22,118,0,534.6346094738692,23.299064952880144,4,7,0.81875,0.9097222222222222,0.825,0.8085787451984635,0.8096153846153846,0.026792114695340503,0.9,0.7603761002934116,0.8475737053224238
240,0.31182507518678904,adaptive_fishdbc_async_buffer,240,240,71,0,1644,194,0,26,194,0,846.6063655214384,23.299064952880144,4,8,0.9125,1.0,0.9125,1.0,0.8300429184549356,0.0,0.9125,0.8693520208397393,0.8902761039821315
320,0.24708104319870472,finalize,320,320,95,0,2284,267,0,33,267,0,1225.3821715712547,23.299064952880144,4,8,0.915625,1.0,0.915625,1.0,0.8381410256410257,0.0,0.915625,0.8780647209586576,0.8960183334134636
