step,step_ms,action,active_points,evaluation_points,recompute_count,prediction_count,distance_comparisons,cheap_update_count,full_trigger_count,uncertainty_count,local_update_count,fallback_full_count,cluster_count,cluster_accuracy,cluster_accuracy_non_noise,cluster_accuracy_noise_singletons,pairwise_precision,pairwise_recall,false_merge_rate,coverage,ari,nmi
6,0.0059889862313866615,adaptive_fishdbc_warmup,6,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.611421070061624,adaptive_fishdbc_warmup_refresh,12,12,1,0,0,0,1,0,0,0,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
18,0.4772209795191884,adaptive_fishdbc_warmup,18,18,7,0,0,0,7,0,0,0,0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
24,0.08082704152911901,adaptive_fishdbc_cached_assign,24,24,11,0,6,2,11,1,2,0,2,0.3333333333333333,0.47058823529411764,0.4583333333333333,0.2619047619047619,0.6111111111111112,0.25833333333333336,0.7083333333333334,0.26942212016838885,0.561389249308724
30,0.9041570592671633,adaptive_fishdbc_risk_refresh,30,30,14,0,22,5,14,4,5,0,4,0.6,0.75,0.6333333333333333,0.5277777777777778,0.6333333333333333,0.09066666666666667,0.8,0.5203252032520326,0.72696515353099
